Output Areas Code,Output Areas,Distance travelled to work (11 categories) Code,Distance travelled to work (11 categories),Observation
E00058264,E00058264,1,Less than 2km,10
E00058264,E00058264,2,2km to less than 5km,16
E00058264,E00058264,3,5km to less than 10km,14
E00058264,E00058264,4,10km to less than 20km,14
E00058264,E00058264,5,20km to less than 30km,0
E00058264,E00058264,6,30km to less than 40km,0
E00058264,E00058264,7,40km to less than 60km,0
E00058264,E00058264,8,60km and over,0
E00058264,E00058264,9,Works mainly from home,32
E00058264,E00058264,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",27
E00058265,E00058265,-8,Does not apply,176
E00058265,E00058265,1,Less than 2km,18
E00058265,E00058265,2,2km to less than 5km,24
E00058265,E00058265,3,5km to less than 10km,28
E00058265,E00058265,4,10km to less than 20km,12
E00058265,E00058265,5,20km to less than 30km,1
E00058265,E00058265,6,30km to less than 40km,2
E00058265,E00058265,7,40km to less than 60km,1
E00058265,E00058265,8,60km and over,1
E00058265,E00058265,9,Works mainly from home,30
E00058265,E00058265,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",24
E00058266,E00058266,-8,Does not apply,60
E00058266,E00058266,1,Less than 2km,0
E00058266,E00058266,2,2km to less than 5km,2
E00058266,E00058266,3,5km to less than 10km,5
E00058266,E00058266,4,10km to less than 20km,7
E00058266,E00058266,5,20km to less than 30km,0
E00058266,E00058266,6,30km to less than 40km,0
E00058266,E00058266,7,40km to less than 60km,0
E00058266,E00058266,8,60km and over,1
E00058266,E00058266,9,Works mainly from home,26
E00058266,E00058266,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",6
E00058267,E00058267,-8,Does not apply,161
E00058267,E00058267,1,Less than 2km,3
E00058267,E00058267,2,2km to less than 5km,13
E00058267,E00058267,3,5km to less than 10km,24
E00058267,E00058267,4,10km to less than 20km,20
E00058267,E00058267,5,20km to less than 30km,2
E00058267,E00058267,6,30km to less than 40km,2
E00058267,E00058267,7,40km to less than 60km,1
E00058267,E00058267,8,60km and over,0
E00058267,E00058267,9,Works mainly from home,60
E00058267,E00058267,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",8
E00058268,E00058268,-8,Does not apply,155
E00058268,E00058268,1,Less than 2km,3
E00058268,E00058268,2,2km to less than 5km,11
E00058268,E00058268,3,5km to less than 10km,26
E00058268,E00058268,4,10km to less than 20km,12
E00058268,E00058268,5,20km to less than 30km,3
E00058268,E00058268,6,30km to less than 40km,0
E00058268,E00058268,7,40km to less than 60km,1
E00058268,E00058268,8,60km and over,2
E00058268,E00058268,9,Works mainly from home,64
E00058268,E00058268,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",15
E00058269,E00058269,-8,Does not apply,146
E00058269,E00058269,1,Less than 2km,8
E00058269,E00058269,2,2km to less than 5km,9
E00058269,E00058269,3,5km to less than 10km,24
E00058269,E00058269,4,10km to less than 20km,26
E00058269,E00058269,5,20km to less than 30km,1
E00058269,E00058269,6,30km to less than 40km,0
E00058269,E00058269,7,40km to less than 60km,1
E00058269,E00058269,8,60km and over,4
E00058269,E00058269,9,Works mainly from home,88
E00058269,E00058269,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",15
E00058270,E00058270,-8,Does not apply,179
E00058270,E00058270,1,Less than 2km,6
E00058270,E00058270,2,2km to less than 5km,13
E00058270,E00058270,3,5km to less than 10km,37
E00058270,E00058270,4,10km to less than 20km,18
E00058270,E00058270,5,20km to less than 30km,5
E00058270,E00058270,6,30km to less than 40km,1
E00058270,E00058270,7,40km to less than 60km,3
E00058270,E00058270,8,60km and over,0
E00058270,E00058270,9,Works mainly from home,86
E00058270,E00058270,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",18
E00058271,E00058271,-8,Does not apply,156
E00058271,E00058271,1,Less than 2km,1
E00058271,E00058271,2,2km to less than 5km,8
E00058271,E00058271,3,5km to less than 10km,15
E00058271,E00058271,4,10km to less than 20km,9
E00058271,E00058271,5,20km to less than 30km,1
E00058271,E00058271,6,30km to less than 40km,2
E00058271,E00058271,7,40km to less than 60km,0
E00058271,E00058271,8,60km and over,1
E00058271,E00058271,9,Works mainly from home,36
E00058271,E00058271,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",9
E00058272,E00058272,-8,Does not apply,158
E00058272,E00058272,1,Less than 2km,8
E00058272,E00058272,2,2km to less than 5km,18
E00058272,E00058272,3,5km to less than 10km,35
E00058272,E00058272,4,10km to less than 20km,9
E00058272,E00058272,5,20km to less than 30km,5
E00058272,E00058272,6,30km to less than 40km,0
E00058272,E00058272,7,40km to less than 60km,0
E00058272,E00058272,8,60km and over,1
E00058272,E00058272,9,Works mainly from home,81
E00058272,E00058272,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",9
E00058273,E00058273,-8,Does not apply,147
E00058273,E00058273,1,Less than 2km,0
E00058273,E00058273,2,2km to less than 5km,5
E00058273,E00058273,3,5km to less than 10km,7
E00058273,E00058273,4,10km to less than 20km,1
E00058273,E00058273,5,20km to less than 30km,1
E00058273,E00058273,6,30km to less than 40km,0
E00058273,E00058273,7,40km to less than 60km,0
E00058273,E00058273,8,60km and over,3
E00058273,E00058273,9,Works mainly from home,18
E00058273,E00058273,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",3
E00058274,E00058274,-8,Does not apply,160
E00058274,E00058274,1,Less than 2km,7
E00058274,E00058274,2,2km to less than 5km,5
E00058274,E00058274,3,5km to less than 10km,31
E00058274,E00058274,4,10km to less than 20km,14
E00058274,E00058274,5,20km to less than 30km,5
E00058274,E00058274,6,30km to less than 40km,0
E00058274,E00058274,7,40km to less than 60km,1
E00058274,E00058274,8,60km and over,0
E00058274,E00058274,9,Works mainly from home,69
E00058274,E00058274,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",12
E00058275,E00058275,-8,Does not apply,159
E00058275,E00058275,1,Less than 2km,1
E00058275,E00058275,2,2km to less than 5km,12
E00058275,E00058275,3,5km to less than 10km,37
E00058275,E00058275,4,10km to less than 20km,16
E00058275,E00058275,5,20km to less than 30km,3
E00058275,E00058275,6,30km to less than 40km,0
E00058275,E00058275,7,40km to less than 60km,3
E00058275,E00058275,8,60km and over,1
E00058275,E00058275,9,Works mainly from home,80
E00058275,E00058275,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",11
E00058276,E00058276,-8,Does not apply,128
E00058276,E00058276,1,Less than 2km,1
E00058276,E00058276,2,2km to less than 5km,10
E00058276,E00058276,3,5km to less than 10km,29
E00058276,E00058276,4,10km to less than 20km,15
E00058276,E00058276,5,20km to less than 30km,1
E00058276,E00058276,6,30km to less than 40km,2
E00058276,E00058276,7,40km to less than 60km,0
E00058276,E00058276,8,60km and over,3
E00058276,E00058276,9,Works mainly from home,53
E00058276,E00058276,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",8
E00058277,E00058277,-8,Does not apply,145
E00058277,E00058277,1,Less than 2km,0
E00058277,E00058277,2,2km to less than 5km,0
E00058277,E00058277,3,5km to less than 10km,9
E00058277,E00058277,4,10km to less than 20km,0
E00058277,E00058277,5,20km to less than 30km,1
E00058277,E00058277,6,30km to less than 40km,0
E00058277,E00058277,7,40km to less than 60km,0
E00058277,E00058277,8,60km and over,0
E00058277,E00058277,9,Works mainly from home,21
E00058277,E00058277,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",5
E00058278,E00058278,-8,Does not apply,153
E00058278,E00058278,1,Less than 2km,4
E00058278,E00058278,2,2km to less than 5km,7
E00058278,E00058278,3,5km to less than 10km,19
E00058278,E00058278,4,10km to less than 20km,14
E00058278,E00058278,5,20km to less than 30km,3
E00058278,E00058278,6,30km to less than 40km,4
E00058278,E00058278,7,40km to less than 60km,0
E00058278,E00058278,8,60km and over,3
E00058278,E00058278,9,Works mainly from home,69
E00058278,E00058278,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",9
E00058279,E00058279,-8,Does not apply,148
E00058279,E00058279,1,Less than 2km,13
E00058279,E00058279,2,2km to less than 5km,12
E00058279,E00058279,3,5km to less than 10km,25
E00058279,E00058279,4,10km to less than 20km,13
E00058279,E00058279,5,20km to less than 30km,3
E00058279,E00058279,6,30km to less than 40km,2
E00058279,E00058279,7,40km to less than 60km,0
E00058279,E00058279,8,60km and over,1
E00058279,E00058279,9,Works mainly from home,70
E00058279,E00058279,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",14
E00058280,E00058280,-8,Does not apply,126
E00058280,E00058280,1,Less than 2km,6
E00058280,E00058280,2,2km to less than 5km,6
E00058280,E00058280,3,5km to less than 10km,22
E00058280,E00058280,4,10km to less than 20km,13
E00058280,E00058280,5,20km to less than 30km,3
E00058280,E00058280,6,30km to less than 40km,2
E00058280,E00058280,7,40km to less than 60km,1
E00058280,E00058280,8,60km and over,4
E00058280,E00058280,9,Works mainly from home,62
E00058280,E00058280,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",15
E00058281,E00058281,-8,Does not apply,139
E00058281,E00058281,1,Less than 2km,4
E00058281,E00058281,2,2km to less than 5km,2
E00058281,E00058281,3,5km to less than 10km,19
E00058281,E00058281,4,10km to less than 20km,13
E00058281,E00058281,5,20km to less than 30km,1
E00058281,E00058281,6,30km to less than 40km,3
E00058281,E00058281,7,40km to less than 60km,0
E00058281,E00058281,8,60km and over,1
E00058281,E00058281,9,Works mainly from home,27
E00058281,E00058281,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",11
E00058282,E00058282,-8,Does not apply,140
E00058282,E00058282,1,Less than 2km,6
E00058282,E00058282,2,2km to less than 5km,15
E00058282,E00058282,3,5km to less than 10km,23
E00058282,E00058282,4,10km to less than 20km,17
E00058282,E00058282,5,20km to less than 30km,3
E00058282,E00058282,6,30km to less than 40km,0
E00058282,E00058282,7,40km to less than 60km,1
E00058282,E00058282,8,60km and over,1
E00058282,E00058282,9,Works mainly from home,75
E00058282,E00058282,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",15
E00058283,E00058283,-8,Does not apply,170
E00058283,E00058283,1,Less than 2km,8
E00058283,E00058283,2,2km to less than 5km,17
E00058283,E00058283,3,5km to less than 10km,25
E00058283,E00058283,4,10km to less than 20km,13
E00058283,E00058283,5,20km to less than 30km,5
E00058283,E00058283,6,30km to less than 40km,8
E00058283,E00058283,7,40km to less than 60km,2
E00058283,E00058283,8,60km and over,1
E00058283,E00058283,9,Works mainly from home,77
E00058283,E00058283,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",15
E00058284,E00058284,-8,Does not apply,153
E00058284,E00058284,1,Less than 2km,7
E00058284,E00058284,2,2km to less than 5km,11
E00058284,E00058284,3,5km to less than 10km,17
E00058284,E00058284,4,10km to less than 20km,16
E00058284,E00058284,5,20km to less than 30km,1
E00058284,E00058284,6,30km to less than 40km,1
E00058284,E00058284,7,40km to less than 60km,3
E00058284,E00058284,8,60km and over,1
E00058284,E00058284,9,Works mainly from home,53
E00058284,E00058284,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",28
E00058285,E00058285,-8,Does not apply,60
E00058285,E00058285,1,Less than 2km,3
E00058285,E00058285,2,2km to less than 5km,4
E00058285,E00058285,3,5km to less than 10km,20
E00058285,E00058285,4,10km to less than 20km,5
E00058285,E00058285,5,20km to less than 30km,2
E00058285,E00058285,6,30km to less than 40km,1
E00058285,E00058285,7,40km to less than 60km,0
E00058285,E00058285,8,60km and over,2
E00058285,E00058285,9,Works mainly from home,43
E00058285,E00058285,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",4
E00058286,E00058286,-8,Does not apply,92
E00058286,E00058286,1,Less than 2km,3
E00058286,E00058286,2,2km to less than 5km,7
E00058286,E00058286,3,5km to less than 10km,12
E00058286,E00058286,4,10km to less than 20km,11
E00058286,E00058286,5,20km to less than 30km,0
E00058286,E00058286,6,30km to less than 40km,0
E00058286,E00058286,7,40km to less than 60km,0
E00058286,E00058286,8,60km and over,1
E00058286,E00058286,9,Works mainly from home,36
E00058286,E00058286,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",18
E00058287,E00058287,-8,Does not apply,188
E00058287,E00058287,1,Less than 2km,14
E00058287,E00058287,2,2km to less than 5km,9
E00058287,E00058287,3,5km to less than 10km,36
E00058287,E00058287,4,10km to less than 20km,22
E00058287,E00058287,5,20km to less than 30km,2
E00058287,E00058287,6,30km to less than 40km,5
E00058287,E00058287,7,40km to less than 60km,0
E00058287,E00058287,8,60km and over,9
E00058287,E00058287,9,Works mainly from home,109
E00058287,E00058287,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",13
E00058288,E00058288,-8,Does not apply,185
E00058288,E00058288,1,Less than 2km,4
E00058288,E00058288,2,2km to less than 5km,5
E00058288,E00058288,3,5km to less than 10km,30
E00058288,E00058288,4,10km to less than 20km,18
E00058288,E00058288,5,20km to less than 30km,3
E00058288,E00058288,6,30km to less than 40km,2
E00058288,E00058288,7,40km to less than 60km,1
E00058288,E00058288,8,60km and over,2
E00058288,E00058288,9,Works mainly from home,72
E00058288,E00058288,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",13
E00058289,E00058289,-8,Does not apply,171
E00058289,E00058289,1,Less than 2km,6
E00058289,E00058289,2,2km to less than 5km,6
E00058289,E00058289,3,5km to less than 10km,20
E00058289,E00058289,4,10km to less than 20km,11
E00058289,E00058289,5,20km to less than 30km,0
E00058289,E00058289,6,30km to less than 40km,0
E00058289,E00058289,7,40km to less than 60km,2
E00058289,E00058289,8,60km and over,3
E00058289,E00058289,9,Works mainly from home,72
E00058289,E00058289,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",10
E00058290,E00058290,-8,Does not apply,164
E00058290,E00058290,1,Less than 2km,14
E00058290,E00058290,2,2km to less than 5km,8
E00058290,E00058290,3,5km to less than 10km,27
E00058290,E00058290,4,10km to less than 20km,18
E00058290,E00058290,5,20km to less than 30km,3
E00058290,E00058290,6,30km to less than 40km,0
E00058290,E00058290,7,40km to less than 60km,0
E00058290,E00058290,8,60km and over,1
E00058290,E00058290,9,Works mainly from home,58
E00058290,E00058290,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",8
E00058291,E00058291,-8,Does not apply,136
E00058291,E00058291,1,Less than 2km,3
E00058291,E00058291,2,2km to less than 5km,8
E00058291,E00058291,3,5km to less than 10km,22
E00058291,E00058291,4,10km to less than 20km,11
E00058291,E00058291,5,20km to less than 30km,0
E00058291,E00058291,6,30km to less than 40km,2
E00058291,E00058291,7,40km to less than 60km,0
E00058291,E00058291,8,60km and over,2
E00058291,E00058291,9,Works mainly from home,47
E00058291,E00058291,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",10
E00058292,E00058292,-8,Does not apply,185
E00058292,E00058292,1,Less than 2km,4
E00058292,E00058292,2,2km to less than 5km,12
E00058292,E00058292,3,5km to less than 10km,22
E00058292,E00058292,4,10km to less than 20km,15
E00058292,E00058292,5,20km to less than 30km,3
E00058292,E00058292,6,30km to less than 40km,3
E00058292,E00058292,7,40km to less than 60km,1
E00058292,E00058292,8,60km and over,3
E00058292,E00058292,9,Works mainly from home,57
E00058292,E00058292,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",12
E00058293,E00058293,-8,Does not apply,153
E00058293,E00058293,1,Less than 2km,3
E00058293,E00058293,2,2km to less than 5km,9
E00058293,E00058293,3,5km to less than 10km,34
E00058293,E00058293,4,10km to less than 20km,18
E00058293,E00058293,5,20km to less than 30km,3
E00058293,E00058293,6,30km to less than 40km,3
E00058293,E00058293,7,40km to less than 60km,0
E00058293,E00058293,8,60km and over,1
E00058293,E00058293,9,Works mainly from home,72
E00058293,E00058293,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",16
E00058294,E00058294,-8,Does not apply,129
E00058294,E00058294,1,Less than 2km,7
E00058294,E00058294,2,2km to less than 5km,3
E00058294,E00058294,3,5km to less than 10km,11
E00058294,E00058294,4,10km to less than 20km,29
E00058294,E00058294,5,20km to less than 30km,4
E00058294,E00058294,6,30km to less than 40km,0
E00058294,E00058294,7,40km to less than 60km,0
E00058294,E00058294,8,60km and over,1
E00058294,E00058294,9,Works mainly from home,68
E00058294,E00058294,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",15
E00058295,E00058295,-8,Does not apply,155
E00058295,E00058295,1,Less than 2km,8
E00058295,E00058295,2,2km to less than 5km,3
E00058295,E00058295,3,5km to less than 10km,18
E00058295,E00058295,4,10km to less than 20km,26
E00058295,E00058295,5,20km to less than 30km,5
E00058295,E00058295,6,30km to less than 40km,1
E00058295,E00058295,7,40km to less than 60km,0
E00058295,E00058295,8,60km and over,2
E00058295,E00058295,9,Works mainly from home,80
E00058295,E00058295,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",8
E00058296,E00058296,-8,Does not apply,178
E00058296,E00058296,1,Less than 2km,2
E00058296,E00058296,2,2km to less than 5km,10
E00058296,E00058296,3,5km to less than 10km,29
E00058296,E00058296,4,10km to less than 20km,19
E00058296,E00058296,5,20km to less than 30km,2
E00058296,E00058296,6,30km to less than 40km,1
E00058296,E00058296,7,40km to less than 60km,1
E00058296,E00058296,8,60km and over,5
E00058296,E00058296,9,Works mainly from home,97
E00058296,E00058296,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",15
E00058297,E00058297,-8,Does not apply,186
E00058297,E00058297,1,Less than 2km,5
E00058297,E00058297,2,2km to less than 5km,11
E00058297,E00058297,3,5km to less than 10km,23
E00058297,E00058297,4,10km to less than 20km,16
E00058297,E00058297,5,20km to less than 30km,4
E00058297,E00058297,6,30km to less than 40km,2
E00058297,E00058297,7,40km to less than 60km,1
E00058297,E00058297,8,60km and over,3
E00058297,E00058297,9,Works mainly from home,77
E00058297,E00058297,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",8
E00058298,E00058298,-8,Does not apply,135
E00058298,E00058298,1,Less than 2km,3
E00058298,E00058298,2,2km to less than 5km,10
E00058298,E00058298,3,5km to less than 10km,36
E00058298,E00058298,4,10km to less than 20km,15
E00058298,E00058298,5,20km to less than 30km,4
E00058298,E00058298,6,30km to less than 40km,2
E00058298,E00058298,7,40km to less than 60km,1
E00058298,E00058298,8,60km and over,1
E00058298,E00058298,9,Works mainly from home,70
E00058298,E00058298,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",19
E00058299,E00058299,-8,Does not apply,180
E00058299,E00058299,1,Less than 2km,5
E00058299,E00058299,2,2km to less than 5km,8
E00058299,E00058299,3,5km to less than 10km,29
E00058299,E00058299,4,10km to less than 20km,16
E00058299,E00058299,5,20km to less than 30km,7
E00058299,E00058299,6,30km to less than 40km,4
E00058299,E00058299,7,40km to less than 60km,2
E00058299,E00058299,8,60km and over,3
E00058299,E00058299,9,Works mainly from home,66
E00058299,E00058299,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",9
E00058300,E00058300,-8,Does not apply,176
E00058300,E00058300,1,Less than 2km,1
E00058300,E00058300,2,2km to less than 5km,11
E00058300,E00058300,3,5km to less than 10km,31
E00058300,E00058300,4,10km to less than 20km,8
E00058300,E00058300,5,20km to less than 30km,1
E00058300,E00058300,6,30km to less than 40km,0
E00058300,E00058300,7,40km to less than 60km,0
E00058300,E00058300,8,60km and over,4
E00058300,E00058300,9,Works mainly from home,75
E00058300,E00058300,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",6
E00058301,E00058301,-8,Does not apply,140
E00058301,E00058301,1,Less than 2km,2
E00058301,E00058301,2,2km to less than 5km,5
E00058301,E00058301,3,5km to less than 10km,16
E00058301,E00058301,4,10km to less than 20km,10
E00058301,E00058301,5,20km to less than 30km,2
E00058301,E00058301,6,30km to less than 40km,2
E00058301,E00058301,7,40km to less than 60km,0
E00058301,E00058301,8,60km and over,1
E00058301,E00058301,9,Works mainly from home,40
E00058301,E00058301,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",9
E00058302,E00058302,-8,Does not apply,161
E00058302,E00058302,1,Less than 2km,1
E00058302,E00058302,2,2km to less than 5km,5
E00058302,E00058302,3,5km to less than 10km,31
E00058302,E00058302,4,10km to less than 20km,20
E00058302,E00058302,5,20km to less than 30km,4
E00058302,E00058302,6,30km to less than 40km,0
E00058302,E00058302,7,40km to less than 60km,0
E00058302,E00058302,8,60km and over,1
E00058302,E00058302,9,Works mainly from home,84
E00058302,E00058302,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",8
E00058303,E00058303,-8,Does not apply,163
E00058303,E00058303,1,Less than 2km,6
E00058303,E00058303,2,2km to less than 5km,10
E00058303,E00058303,3,5km to less than 10km,35
E00058303,E00058303,4,10km to less than 20km,20
E00058303,E00058303,5,20km to less than 30km,0
E00058303,E00058303,6,30km to less than 40km,3
E00058303,E00058303,7,40km to less than 60km,1
E00058303,E00058303,8,60km and over,1
E00058303,E00058303,9,Works mainly from home,75
E00058303,E00058303,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",9
E00058304,E00058304,-8,Does not apply,154
E00058304,E00058304,1,Less than 2km,20
E00058304,E00058304,2,2km to less than 5km,7
E00058304,E00058304,3,5km to less than 10km,16
E00058304,E00058304,4,10km to less than 20km,18
E00058304,E00058304,5,20km to less than 30km,5
E00058304,E00058304,6,30km to less than 40km,0
E00058304,E00058304,7,40km to less than 60km,0
E00058304,E00058304,8,60km and over,0
E00058304,E00058304,9,Works mainly from home,43
E00058304,E00058304,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",15
E00058305,E00058305,-8,Does not apply,117
E00058305,E00058305,1,Less than 2km,16
E00058305,E00058305,2,2km to less than 5km,9
E00058305,E00058305,3,5km to less than 10km,7
E00058305,E00058305,4,10km to less than 20km,22
E00058305,E00058305,5,20km to less than 30km,3
E00058305,E00058305,6,30km to less than 40km,2
E00058305,E00058305,7,40km to less than 60km,0
E00058305,E00058305,8,60km and over,1
E00058305,E00058305,9,Works mainly from home,34
E00058305,E00058305,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",13
E00058306,E00058306,-8,Does not apply,179
E00058306,E00058306,1,Less than 2km,14
E00058306,E00058306,2,2km to less than 5km,23
E00058306,E00058306,3,5km to less than 10km,20
E00058306,E00058306,4,10km to less than 20km,33
E00058306,E00058306,5,20km to less than 30km,3
E00058306,E00058306,6,30km to less than 40km,1
E00058306,E00058306,7,40km to less than 60km,0
E00058306,E00058306,8,60km and over,2
E00058306,E00058306,9,Works mainly from home,63
E00058306,E00058306,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",20
E00058307,E00058307,-8,Does not apply,142
E00058307,E00058307,1,Less than 2km,11
E00058307,E00058307,2,2km to less than 5km,9
E00058307,E00058307,3,5km to less than 10km,23
E00058307,E00058307,4,10km to less than 20km,23
E00058307,E00058307,5,20km to less than 30km,5
E00058307,E00058307,6,30km to less than 40km,0
E00058307,E00058307,7,40km to less than 60km,2
E00058307,E00058307,8,60km and over,0
E00058307,E00058307,9,Works mainly from home,53
E00058307,E00058307,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",24
E00058308,E00058308,-8,Does not apply,161
E00058308,E00058308,1,Less than 2km,12
E00058308,E00058308,2,2km to less than 5km,8
E00058308,E00058308,3,5km to less than 10km,26
E00058308,E00058308,4,10km to less than 20km,26
E00058308,E00058308,5,20km to less than 30km,6
E00058308,E00058308,6,30km to less than 40km,1
E00058308,E00058308,7,40km to less than 60km,4
E00058308,E00058308,8,60km and over,0
E00058308,E00058308,9,Works mainly from home,73
E00058308,E00058308,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",16
E00058309,E00058309,-8,Does not apply,179
E00058309,E00058309,1,Less than 2km,12
E00058309,E00058309,2,2km to less than 5km,13
E00058309,E00058309,3,5km to less than 10km,9
E00058309,E00058309,4,10km to less than 20km,24
E00058309,E00058309,5,20km to less than 30km,1
E00058309,E00058309,6,30km to less than 40km,1
E00058309,E00058309,7,40km to less than 60km,0
E00058309,E00058309,8,60km and over,0
E00058309,E00058309,9,Works mainly from home,38
E00058309,E00058309,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",22
E00058310,E00058310,-8,Does not apply,157
E00058310,E00058310,1,Less than 2km,6
E00058310,E00058310,2,2km to less than 5km,17
E00058310,E00058310,3,5km to less than 10km,14
E00058310,E00058310,4,10km to less than 20km,16
E00058310,E00058310,5,20km to less than 30km,6
E00058310,E00058310,6,30km to less than 40km,1
E00058310,E00058310,7,40km to less than 60km,0
E00058310,E00058310,8,60km and over,0
E00058310,E00058310,9,Works mainly from home,55
E00058310,E00058310,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",15
E00058311,E00058311,-8,Does not apply,151
E00058311,E00058311,1,Less than 2km,12
E00058311,E00058311,2,2km to less than 5km,16
E00058311,E00058311,3,5km to less than 10km,39
E00058311,E00058311,4,10km to less than 20km,24
E00058311,E00058311,5,20km to less than 30km,2
E00058311,E00058311,6,30km to less than 40km,1
E00058311,E00058311,7,40km to less than 60km,0
E00058311,E00058311,8,60km and over,4
E00058311,E00058311,9,Works mainly from home,46
E00058311,E00058311,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",23
E00058312,E00058312,-8,Does not apply,78
E00058312,E00058312,1,Less than 2km,8
E00058312,E00058312,2,2km to less than 5km,9
E00058312,E00058312,3,5km to less than 10km,16
E00058312,E00058312,4,10km to less than 20km,14
E00058312,E00058312,5,20km to less than 30km,2
E00058312,E00058312,6,30km to less than 40km,0
E00058312,E00058312,7,40km to less than 60km,0
E00058312,E00058312,8,60km and over,2
E00058312,E00058312,9,Works mainly from home,30
E00058312,E00058312,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",11
E00058313,E00058313,-8,Does not apply,180
E00058313,E00058313,1,Less than 2km,18
E00058313,E00058313,2,2km to less than 5km,19
E00058313,E00058313,3,5km to less than 10km,33
E00058313,E00058313,4,10km to less than 20km,28
E00058313,E00058313,5,20km to less than 30km,10
E00058313,E00058313,6,30km to less than 40km,0
E00058313,E00058313,7,40km to less than 60km,5
E00058313,E00058313,8,60km and over,2
E00058313,E00058313,9,Works mainly from home,55
E00058313,E00058313,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",26
E00058314,E00058314,-8,Does not apply,158
E00058314,E00058314,1,Less than 2km,8
E00058314,E00058314,2,2km to less than 5km,14
E00058314,E00058314,3,5km to less than 10km,20
E00058314,E00058314,4,10km to less than 20km,21
E00058314,E00058314,5,20km to less than 30km,2
E00058314,E00058314,6,30km to less than 40km,1
E00058314,E00058314,7,40km to less than 60km,0
E00058314,E00058314,8,60km and over,0
E00058314,E00058314,9,Works mainly from home,54
E00058314,E00058314,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",7
E00058315,E00058315,-8,Does not apply,160
E00058315,E00058315,1,Less than 2km,7
E00058315,E00058315,2,2km to less than 5km,5
E00058315,E00058315,3,5km to less than 10km,24
E00058315,E00058315,4,10km to less than 20km,18
E00058315,E00058315,5,20km to less than 30km,3
E00058315,E00058315,6,30km to less than 40km,2
E00058315,E00058315,7,40km to less than 60km,0
E00058315,E00058315,8,60km and over,1
E00058315,E00058315,9,Works mainly from home,69
E00058315,E00058315,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",12
E00058317,E00058317,-8,Does not apply,120
E00058317,E00058317,1,Less than 2km,10
E00058317,E00058317,2,2km to less than 5km,10
E00058317,E00058317,3,5km to less than 10km,16
E00058317,E00058317,4,10km to less than 20km,22
E00058317,E00058317,5,20km to less than 30km,3
E00058317,E00058317,6,30km to less than 40km,1
E00058317,E00058317,7,40km to less than 60km,0
E00058317,E00058317,8,60km and over,1
E00058317,E00058317,9,Works mainly from home,35
E00058317,E00058317,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",26
E00058318,E00058318,-8,Does not apply,101
