Output Areas Code,Output Areas,Distance travelled to work (11 categories) Code,Distance travelled to work (11 categories),Observation
E00169800,E00169800,-8,Does not apply,26
E00169800,E00169800,1,Less than 2km,44
E00169800,E00169800,2,2km to less than 5km,4
E00169800,E00169800,3,5km to less than 10km,5
E00169800,E00169800,4,10km to less than 20km,10
E00169800,E00169800,5,20km to less than 30km,2
E00169800,E00169800,6,30km to less than 40km,2
E00169800,E00169800,7,40km to less than 60km,0
E00169800,E00169800,8,60km and over,1
E00169800,E00169800,9,Works mainly from home,89
E00169800,E00169800,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",10
E00169802,E00169802,-8,Does not apply,30
E00169802,E00169802,1,Less than 2km,39
E00169802,E00169802,2,2km to less than 5km,5
E00169802,E00169802,3,5km to less than 10km,2
E00169802,E00169802,4,10km to less than 20km,4
E00169802,E00169802,5,20km to less than 30km,1
E00169802,E00169802,6,30km to less than 40km,1
E00169802,E00169802,7,40km to less than 60km,0
E00169802,E00169802,8,60km and over,0
E00169802,E00169802,9,Works mainly from home,61
E00169802,E00169802,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",8
E00169803,E00169803,-8,Does not apply,52
E00169803,E00169803,1,Less than 2km,36
E00169803,E00169803,2,2km to less than 5km,6
E00169803,E00169803,3,5km to less than 10km,3
E00169803,E00169803,4,10km to less than 20km,4
E00169803,E00169803,5,20km to less than 30km,4
E00169803,E00169803,6,30km to less than 40km,0
E00169803,E00169803,7,40km to less than 60km,4
E00169803,E00169803,8,60km and over,1
E00169803,E00169803,9,Works mainly from home,90
E00169803,E00169803,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",7
E00169805,E00169805,-8,Does not apply,37
E00169805,E00169805,1,Less than 2km,31
E00169805,E00169805,2,2km to less than 5km,10
E00169805,E00169805,3,5km to less than 10km,6
E00169805,E00169805,4,10km to less than 20km,15
E00169805,E00169805,5,20km to less than 30km,7
E00169805,E00169805,6,30km to less than 40km,0
E00169805,E00169805,7,40km to less than 60km,0
E00169805,E00169805,8,60km and over,3
E00169805,E00169805,9,Works mainly from home,83
E00169805,E00169805,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",9
E00169806,E00169806,-8,Does not apply,148
E00169806,E00169806,1,Less than 2km,17
E00169806,E00169806,2,2km to less than 5km,9
E00169806,E00169806,3,5km to less than 10km,5
E00169806,E00169806,4,10km to less than 20km,2
E00169806,E00169806,5,20km to less than 30km,0
E00169806,E00169806,6,30km to less than 40km,1
E00169806,E00169806,7,40km to less than 60km,0
E00169806,E00169806,8,60km and over,6
E00169806,E00169806,9,Works mainly from home,8
E00169806,E00169806,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",12
E00169810,E00169810,-8,Does not apply,32
E00169810,E00169810,1,Less than 2km,27
E00169810,E00169810,2,2km to less than 5km,10
E00169810,E00169810,3,5km to less than 10km,8
E00169810,E00169810,4,10km to less than 20km,6
E00169810,E00169810,5,20km to less than 30km,1
E00169810,E00169810,6,30km to less than 40km,0
E00169810,E00169810,7,40km to less than 60km,3
E00169810,E00169810,8,60km and over,2
E00169810,E00169810,9,Works mainly from home,67
E00169810,E00169810,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",6
E00169811,E00169811,-8,Does not apply,86
E00169811,E00169811,1,Less than 2km,47
E00169811,E00169811,2,2km to less than 5km,15
E00169811,E00169811,3,5km to less than 10km,3
E00169811,E00169811,4,10km to less than 20km,14
E00169811,E00169811,5,20km to less than 30km,6
E00169811,E00169811,6,30km to less than 40km,0
E00169811,E00169811,7,40km to less than 60km,2
E00169811,E00169811,8,60km and over,6
E00169811,E00169811,9,Works mainly from home,131
E00169811,E00169811,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",15
E00169813,E00169813,-8,Does not apply,52
E00169813,E00169813,1,Less than 2km,22
E00169813,E00169813,2,2km to less than 5km,3
E00169813,E00169813,3,5km to less than 10km,3
E00169813,E00169813,4,10km to less than 20km,5
E00169813,E00169813,5,20km to less than 30km,3
E00169813,E00169813,6,30km to less than 40km,0
E00169813,E00169813,7,40km to less than 60km,0
E00169813,E00169813,8,60km and over,2
E00169813,E00169813,9,Works mainly from home,21
E00169813,E00169813,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",4
E00169814,E00169814,-8,Does not apply,99
E00169814,E00169814,1,Less than 2km,13
E00169814,E00169814,2,2km to less than 5km,17
E00169814,E00169814,3,5km to less than 10km,15
E00169814,E00169814,4,10km to less than 20km,7
E00169814,E00169814,5,20km to less than 30km,0
E00169814,E00169814,6,30km to less than 40km,0
E00169814,E00169814,7,40km to less than 60km,0
E00169814,E00169814,8,60km and over,2
E00169814,E00169814,9,Works mainly from home,28
E00169814,E00169814,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",14
E00169817,E00169817,-8,Does not apply,15
E00169817,E00169817,1,Less than 2km,38
E00169817,E00169817,2,2km to less than 5km,15
E00169817,E00169817,3,5km to less than 10km,4
E00169817,E00169817,4,10km to less than 20km,10
E00169817,E00169817,5,20km to less than 30km,3
E00169817,E00169817,6,30km to less than 40km,0
E00169817,E00169817,7,40km to less than 60km,0
E00169817,E00169817,8,60km and over,4
E00169817,E00169817,9,Works mainly from home,86
E00169817,E00169817,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",7
E00170037,E00170037,-8,Does not apply,36
E00170037,E00170037,1,Less than 2km,42
E00170037,E00170037,2,2km to less than 5km,17
E00170037,E00170037,3,5km to less than 10km,9
E00170037,E00170037,4,10km to less than 20km,9
E00170037,E00170037,5,20km to less than 30km,4
E00170037,E00170037,6,30km to less than 40km,0
E00170037,E00170037,7,40km to less than 60km,1
E00170037,E00170037,8,60km and over,2
E00170037,E00170037,9,Works mainly from home,124
E00170037,E00170037,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",10
E00170040,E00170040,-8,Does not apply,20
E00170040,E00170040,1,Less than 2km,29
E00170040,E00170040,2,2km to less than 5km,6
E00170040,E00170040,3,5km to less than 10km,7
E00170040,E00170040,4,10km to less than 20km,9
E00170040,E00170040,5,20km to less than 30km,6
E00170040,E00170040,6,30km to less than 40km,5
E00170040,E00170040,7,40km to less than 60km,0
E00170040,E00170040,8,60km and over,1
E00170040,E00170040,9,Works mainly from home,79
E00170040,E00170040,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",7
E00170041,E00170041,-8,Does not apply,622
E00170041,E00170041,1,Less than 2km,15
E00170041,E00170041,2,2km to less than 5km,8
E00170041,E00170041,3,5km to less than 10km,17
E00170041,E00170041,4,10km to less than 20km,6
E00170041,E00170041,5,20km to less than 30km,0
E00170041,E00170041,6,30km to less than 40km,1
E00170041,E00170041,7,40km to less than 60km,0
E00170041,E00170041,8,60km and over,3
E00170041,E00170041,9,Works mainly from home,23
E00170041,E00170041,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",41
E00170043,E00170043,-8,Does not apply,72
E00170043,E00170043,1,Less than 2km,6
E00170043,E00170043,2,2km to less than 5km,7
E00170043,E00170043,3,5km to less than 10km,7
E00170043,E00170043,4,10km to less than 20km,8
E00170043,E00170043,5,20km to less than 30km,1
E00170043,E00170043,6,30km to less than 40km,0
E00170043,E00170043,7,40km to less than 60km,0
E00170043,E00170043,8,60km and over,0
E00170043,E00170043,9,Works mainly from home,16
E00170043,E00170043,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",1
E00170044,E00170044,-8,Does not apply,75
E00170044,E00170044,1,Less than 2km,16
E00170044,E00170044,2,2km to less than 5km,5
E00170044,E00170044,3,5km to less than 10km,10
E00170044,E00170044,4,10km to less than 20km,2
E00170044,E00170044,5,20km to less than 30km,1
E00170044,E00170044,6,30km to less than 40km,0
E00170044,E00170044,7,40km to less than 60km,1
E00170044,E00170044,8,60km and over,0
E00170044,E00170044,9,Works mainly from home,9
E00170044,E00170044,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",6
E00170048,E00170048,-8,Does not apply,77
E00170048,E00170048,1,Less than 2km,35
E00170048,E00170048,2,2km to less than 5km,9
E00170048,E00170048,3,5km to less than 10km,4
E00170048,E00170048,4,10km to less than 20km,4
E00170048,E00170048,5,20km to less than 30km,1
E00170048,E00170048,6,30km to less than 40km,3
E00170048,E00170048,7,40km to less than 60km,3
E00170048,E00170048,8,60km and over,0
E00170048,E00170048,9,Works mainly from home,58
E00170048,E00170048,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",8
E00170049,E00170049,-8,Does not apply,213
E00170049,E00170049,1,Less than 2km,17
E00170049,E00170049,2,2km to less than 5km,7
E00170049,E00170049,3,5km to less than 10km,6
E00170049,E00170049,4,10km to less than 20km,3
E00170049,E00170049,5,20km to less than 30km,3
E00170049,E00170049,6,30km to less than 40km,0
E00170049,E00170049,7,40km to less than 60km,5
E00170049,E00170049,8,60km and over,1
E00170049,E00170049,9,Works mainly from home,7
E00170049,E00170049,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",12
E00170051,E00170051,-8,Does not apply,71
E00170051,E00170051,1,Less than 2km,31
E00170051,E00170051,2,2km to less than 5km,9
E00170051,E00170051,3,5km to less than 10km,6
E00170051,E00170051,4,10km to less than 20km,6
E00170051,E00170051,5,20km to less than 30km,6
E00170051,E00170051,6,30km to less than 40km,0
E00170051,E00170051,7,40km to less than 60km,0
E00170051,E00170051,8,60km and over,1
E00170051,E00170051,9,Works mainly from home,40
E00170051,E00170051,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",4
E00170052,E00170052,-8,Does not apply,26
E00170052,E00170052,1,Less than 2km,33
E00170052,E00170052,2,2km to less than 5km,6
E00170052,E00170052,3,5km to less than 10km,3
E00170052,E00170052,4,10km to less than 20km,7
E00170052,E00170052,5,20km to less than 30km,1
E00170052,E00170052,6,30km to less than 40km,1
E00170052,E00170052,7,40km to less than 60km,0
E00170052,E00170052,8,60km and over,0
E00170052,E00170052,9,Works mainly from home,60
E00170052,E00170052,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",3
E00170055,E00170055,-8,Does not apply,78
E00170055,E00170055,1,Less than 2km,35
E00170055,E00170055,2,2km to less than 5km,16
E00170055,E00170055,3,5km to less than 10km,6
E00170055,E00170055,4,10km to less than 20km,4
E00170055,E00170055,5,20km to less than 30km,6
E00170055,E00170055,6,30km to less than 40km,1
E00170055,E00170055,7,40km to less than 60km,1
E00170055,E00170055,8,60km and over,0
E00170055,E00170055,9,Works mainly from home,116
E00170055,E00170055,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",13
E00170057,E00170057,-8,Does not apply,96
E00170057,E00170057,1,Less than 2km,40
E00170057,E00170057,2,2km to less than 5km,21
E00170057,E00170057,3,5km to less than 10km,8
E00170057,E00170057,4,10km to less than 20km,11
E00170057,E00170057,5,20km to less than 30km,13
E00170057,E00170057,6,30km to less than 40km,1
E00170057,E00170057,7,40km to less than 60km,2
E00170057,E00170057,8,60km and over,6
E00170057,E00170057,9,Works mainly from home,185
E00170057,E00170057,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",9
E00170259,E00170259,-8,Does not apply,169
E00170259,E00170259,1,Less than 2km,11
E00170259,E00170259,2,2km to less than 5km,10
E00170259,E00170259,3,5km to less than 10km,4
E00170259,E00170259,4,10km to less than 20km,8
E00170259,E00170259,5,20km to less than 30km,3
E00170259,E00170259,6,30km to less than 40km,0
E00170259,E00170259,7,40km to less than 60km,2
E00170259,E00170259,8,60km and over,0
E00170259,E00170259,9,Works mainly from home,10
E00170259,E00170259,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",15
E00170262,E00170262,-8,Does not apply,33
E00170262,E00170262,1,Less than 2km,19
E00170262,E00170262,2,2km to less than 5km,4
E00170262,E00170262,3,5km to less than 10km,5
E00170262,E00170262,4,10km to less than 20km,4
E00170262,E00170262,5,20km to less than 30km,0
E00170262,E00170262,6,30km to less than 40km,0
E00170262,E00170262,7,40km to less than 60km,0
E00170262,E00170262,8,60km and over,0
E00170262,E00170262,9,Works mainly from home,43
E00170262,E00170262,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",5
E00170264,E00170264,-8,Does not apply,40
E00170264,E00170264,1,Less than 2km,36
E00170264,E00170264,2,2km to less than 5km,16
E00170264,E00170264,3,5km to less than 10km,8
E00170264,E00170264,4,10km to less than 20km,11
E00170264,E00170264,5,20km to less than 30km,3
E00170264,E00170264,6,30km to less than 40km,1
E00170264,E00170264,7,40km to less than 60km,0
E00170264,E00170264,8,60km and over,3
E00170264,E00170264,9,Works mainly from home,129
E00170264,E00170264,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",4
E00170265,E00170265,-8,Does not apply,56
E00170265,E00170265,1,Less than 2km,43
E00170265,E00170265,2,2km to less than 5km,10
E00170265,E00170265,3,5km to less than 10km,10
E00170265,E00170265,4,10km to less than 20km,9
E00170265,E00170265,5,20km to less than 30km,6
E00170265,E00170265,6,30km to less than 40km,0
E00170265,E00170265,7,40km to less than 60km,0
E00170265,E00170265,8,60km and over,0
E00170265,E00170265,9,Works mainly from home,175
E00170265,E00170265,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",8
E00170267,E00170267,-8,Does not apply,26
E00170267,E00170267,1,Less than 2km,34
E00170267,E00170267,2,2km to less than 5km,10
E00170267,E00170267,3,5km to less than 10km,7
E00170267,E00170267,4,10km to less than 20km,13
E00170267,E00170267,5,20km to less than 30km,7
E00170267,E00170267,6,30km to less than 40km,1
E00170267,E00170267,7,40km to less than 60km,0
E00170267,E00170267,8,60km and over,3
E00170267,E00170267,9,Works mainly from home,98
E00170267,E00170267,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",8
E00170268,E00170268,-8,Does not apply,38
E00170268,E00170268,1,Less than 2km,43
E00170268,E00170268,2,2km to less than 5km,24
E00170268,E00170268,3,5km to less than 10km,5
E00170268,E00170268,4,10km to less than 20km,13
E00170268,E00170268,5,20km to less than 30km,3
E00170268,E00170268,6,30km to less than 40km,0
E00170268,E00170268,7,40km to less than 60km,1
E00170268,E00170268,8,60km and over,0
E00170268,E00170268,9,Works mainly from home,127
E00170268,E00170268,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",6
E00170270,E00170270,-8,Does not apply,233
E00170270,E00170270,1,Less than 2km,15
E00170270,E00170270,2,2km to less than 5km,33
E00170270,E00170270,3,5km to less than 10km,39
E00170270,E00170270,4,10km to less than 20km,19
E00170270,E00170270,5,20km to less than 30km,6
E00170270,E00170270,6,30km to less than 40km,4
E00170270,E00170270,7,40km to less than 60km,0
E00170270,E00170270,8,60km and over,4
E00170270,E00170270,9,Works mainly from home,45
E00170270,E00170270,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",28
E00170271,E00170271,-8,Does not apply,460
E00170271,E00170271,1,Less than 2km,37
E00170271,E00170271,2,2km to less than 5km,12
E00170271,E00170271,3,5km to less than 10km,6
